crop_yield	sample_type	country	timestamp
0.55	barley soil sample	GAZ:Australia	2011-1-14
0.61	barley soil sample	GAZ:Australia	2011-3-26
1.0	barley soil sample	GAZ:Australia	2011-11-22
1.02	barley soil sample	GAZ:Australia	2011-6-10
0.81	barley soil sample	GAZ:Australia	2011-11-3
0.65	barley soil sample	GAZ:Australia	2011-3-26
0.89	barley soil sample	GAZ:Australia	2011-2-19
0.6	barley soil sample	GAZ:Australia	2011-2-2
0.65	barley soil sample	GAZ:Australia	2011-2-16
0.7	barley soil sample	GAZ:Australia	2011-8-12
0.67	barley soil sample	GAZ:Australia	2011-1-21
0.58	barley soil sample	GAZ:Australia	2011-2-29
0.65	barley soil sample	GAZ:Australia	2011-6-29
0.74	barley soil sample	GAZ:Australia	2011-6-19
1.16	barley soil sample	GAZ:Australia	2011-4-9
0.59	barley soil sample	GAZ:Australia	2011-4-23
0.9	barley soil sample	GAZ:Australia	2011-3-24
0.59	barley soil sample	GAZ:Australia	2011-6-18
0.75	barley soil sample	GAZ:Australia	2011-11-24
0.4	barley soil sample	GAZ:Australia	2011-3-26
0.55	barley soil sample	GAZ:Australia	2011-10-3
0.68	barley soil sample	GAZ:Australia	2011-5-23
0.96	barley soil sample	GAZ:Australia	2011-1-20
0.81	barley soil sample	GAZ:Australia	2011-6-22
0.75	barley soil sample	GAZ:Australia	2011-7-25
0.63	barley soil sample	GAZ:Australia	2011-5-16
0.72	barley soil sample	GAZ:Australia	2011-11-2
0.85	barley soil sample	GAZ:Australia	2011-11-28
0.74	barley soil sample	GAZ:Australia	2011-6-7
0.57	barley soil sample	GAZ:Australia	2011-2-14
0.78	barley soil sample	GAZ:Australia	2011-10-28
0.66	barley soil sample	GAZ:Australia	2011-4-2
0.59	barley soil sample	GAZ:Australia	2011-6-7
0.68	barley soil sample	GAZ:Australia	2011-6-20
0.64	barley soil sample	GAZ:Australia	2011-10-23
0.73	barley soil sample	GAZ:Australia	2011-6-25
0.98	barley soil sample	GAZ:Australia	2011-3-29
0.91	barley soil sample	GAZ:Australia	2011-6-15
0.55	barley soil sample	GAZ:Australia	2011-5-24
0.78	barley soil sample	GAZ:Australia	2011-9-26
0.76	barley soil sample	GAZ:Australia	2011-10-23
0.59	barley soil sample	GAZ:Australia	2011-11-15
0.6	barley soil sample	GAZ:Australia	2011-4-28
0.61	barley soil sample	GAZ:Australia	2011-10-14
0.77	barley soil sample	GAZ:Australia	2011-6-16
0.78	barley soil sample	GAZ:Australia	2011-7-6
0.66	barley soil sample	GAZ:Australia	2011-9-27
0.65	barley soil sample	GAZ:Australia	2011-4-12
0.72	barley soil sample	GAZ:Australia	2011-9-25
0.57	barley soil sample	GAZ:Australia	2011-3-3
0.83	barley soil sample	GAZ:Australia	2011-1-1
0.67	barley soil sample	GAZ:Australia	2011-1-24
0.61	barley soil sample	GAZ:Australia	2011-5-18
1.01	barley soil sample	GAZ:Australia	2011-4-29
0.75	barley soil sample	GAZ:Australia	2011-7-12
0.63	barley soil sample	GAZ:Australia	2011-3-24
0.58	barley soil sample	GAZ:Australia	2011-10-15
0.8	barley soil sample	GAZ:Australia	2011-5-23
0.74	barley soil sample	GAZ:Australia	2011-1-20
0.73	barley soil sample	GAZ:Australia	2011-3-9
1.03	barley soil sample	GAZ:Australia	2011-6-11
0.6	barley soil sample	GAZ:Australia	2011-11-2
0.68	barley soil sample	GAZ:Australia	2011-2-1
0.57	barley soil sample	GAZ:Australia	2011-2-29
0.73	barley soil sample	GAZ:Australia	2011-7-5
1.08	barley soil sample	GAZ:Australia	2011-4-4
0.82	barley soil sample	GAZ:Australia	2011-6-23
0.69	barley soil sample	GAZ:Australia	2011-11-16
0.58	barley soil sample	GAZ:Australia	2011-1-5
0.65	barley soil sample	GAZ:Australia	2011-2-26
0.75	barley soil sample	GAZ:Australia	2011-1-3
0.74	barley soil sample	GAZ:Australia	2011-6-11
0.87	barley soil sample	GAZ:Australia	2011-10-16
0.62	barley soil sample	GAZ:Australia	2011-4-5
0.77	barley soil sample	GAZ:Australia	2011-3-25
0.81	barley soil sample	GAZ:Australia	2011-3-18
0.77	barley soil sample	GAZ:Australia	2011-10-24
0.71	barley soil sample	GAZ:Australia	2011-4-6
0.0	barley soil sample	GAZ:Australia	2011-1-14
0.64	barley soil sample	GAZ:Australia	2011-9-23
0.72	barley soil sample	GAZ:Australia	2011-9-16
0.61	barley soil sample	GAZ:Australia	2011-4-3
0.69	barley soil sample	GAZ:Australia	2011-9-13
0.69	barley soil sample	GAZ:Australia	2011-7-13
0.79	barley soil sample	GAZ:Australia	2011-1-27
0.82	barley soil sample	GAZ:Australia	2011-9-28
1.17	barley soil sample	GAZ:Australia	2011-10-12
0.99	barley soil sample	GAZ:Australia	2011-8-15
0.65	barley soil sample	GAZ:Australia	2011-3-27
1.01	barley soil sample	GAZ:Australia	2011-11-3
0.57	barley soil sample	GAZ:Australia	2011-4-17
0.96	barley soil sample	GAZ:Australia	2011-10-3
0.79	barley soil sample	GAZ:Australia	2011-3-24
0.4	barley soil sample	GAZ:Australia	2011-11-21
0.51	barley soil sample	GAZ:Australia	2011-8-2
0.68	barley soil sample	GAZ:Australia	2011-11-19
0.89	barley soil sample	GAZ:Australia	2011-9-25
0.78	barley soil sample	GAZ:Australia	2011-8-15
1.2	barley soil sample	GAZ:Australia	2011-8-2
0.75	barley soil sample	GAZ:Australia	2011-2-5
0.65	barley soil sample	GAZ:Australia	2011-10-15
0.79	barley soil sample	GAZ:Australia	2011-9-10
1.13	barley soil sample	GAZ:Australia	2011-5-15
0.57	barley soil sample	GAZ:Australia	2011-4-29
0.62	barley soil sample	GAZ:Australia	2011-8-22
1.12	barley soil sample	GAZ:Australia	2011-2-23
0.91	barley soil sample	GAZ:Australia	2011-1-24
0.69	barley soil sample	GAZ:Australia	2011-8-3
0.73	barley soil sample	GAZ:Australia	2011-5-17
1.2	barley soil sample	GAZ:Australia	2011-9-16
0.86	barley soil sample	GAZ:Australia	2011-8-19
0.64	barley soil sample	GAZ:Australia	2011-8-6
1.01	barley soil sample	GAZ:Australia	2011-11-11
0.63	barley soil sample	GAZ:Australia	2011-2-22
0.66	barley soil sample	GAZ:Australia	2011-8-22
0.66	barley soil sample	GAZ:Australia	2011-6-24
1.03	barley soil sample	GAZ:Australia	2011-11-18
0.75	barley soil sample	GAZ:Australia	2011-3-3
1.15	barley soil sample	GAZ:Australia	2011-7-22
0.81	barley soil sample	GAZ:Australia	2011-11-14
1.1	barley soil sample	GAZ:Australia	2011-9-22
0.95	barley soil sample	GAZ:Australia	2011-6-13
0.69	barley soil sample	GAZ:Australia	2011-6-10
0.61	barley soil sample	GAZ:Australia	2011-9-12
0.55	barley soil sample	GAZ:Australia	2011-7-6
0.76	barley soil sample	GAZ:Australia	2011-1-13
0.86	barley soil sample	GAZ:Australia	2011-6-25
0.59	barley soil sample	GAZ:Australia	2011-2-11
0.82	barley soil sample	GAZ:Australia	2011-11-26
0.67	barley soil sample	GAZ:Australia	2011-10-11
0.63	barley soil sample	GAZ:Australia	2011-4-12
0.65	barley soil sample	GAZ:Australia	2011-6-8
0.99	barley soil sample	GAZ:Australia	2011-9-7
0.77	barley soil sample	GAZ:Australia	2011-9-7
0.84	barley soil sample	GAZ:Australia	2011-3-19
0.74	barley soil sample	GAZ:Australia	2011-2-4
0.94	barley soil sample	GAZ:Australia	2011-6-2
0.65	barley soil sample	GAZ:Australia	2011-10-20
1.16	barley soil sample	GAZ:Australia	2011-3-15
1.22	barley soil sample	GAZ:Australia	2011-11-22
0.7	barley soil sample	GAZ:Australia	2011-4-22
0.81	barley soil sample	GAZ:Australia	2011-3-5
0.65	barley soil sample	GAZ:Australia	2011-11-21
0.52	barley soil sample	GAZ:Australia	2011-9-1
0.96	barley soil sample	GAZ:Australia	2011-11-14
0.88	barley soil sample	GAZ:Australia	2011-10-20
0.98	barley soil sample	GAZ:Australia	2011-11-22
1.12	barley soil sample	GAZ:Australia	2011-10-20
0.79	barley soil sample	GAZ:Australia	2011-10-27
0.55	barley soil sample	GAZ:Australia	2011-10-11
0.7	barley soil sample	GAZ:Australia	2011-11-12
0.61	barley soil sample	GAZ:Australia	2011-1-14
0.63	barley soil sample	GAZ:Australia	2011-3-18
0.48	barley soil sample	GAZ:Australia	2011-1-26
0.6	barley soil sample	GAZ:Australia	2011-4-14
0.64	barley soil sample	GAZ:Australia	2011-1-18
0.48	barley soil sample	GAZ:Australia	2011-4-5
0.85	barley soil sample	GAZ:Australia	2011-10-4
0.62	barley soil sample	GAZ:Australia	2011-1-19
0.58	barley soil sample	GAZ:Australia	2011-5-11
0.75	barley soil sample	GAZ:Australia	2011-5-4
0.65	barley soil sample	GAZ:Australia	2011-9-20
0.77	barley soil sample	GAZ:Australia	2011-6-15
0.66	barley soil sample	GAZ:Australia	2011-1-23
0.72	barley soil sample	GAZ:Australia	2011-1-3
0.65	barley soil sample	GAZ:Australia	2011-3-19
0.79	barley soil sample	GAZ:Australia	2011-10-5
0.69	barley soil sample	GAZ:Australia	2011-9-1
1.09	barley soil sample	GAZ:Australia	2011-2-23
0.85	barley soil sample	GAZ:Australia	2011-9-16
0.77	barley soil sample	GAZ:Australia	2011-10-8
1.18	barley soil sample	GAZ:Australia	2011-8-16
0.59	barley soil sample	GAZ:Australia	2011-1-7
1.13	barley soil sample	GAZ:Australia	2011-8-20
1.09	barley soil sample	GAZ:Australia	2011-5-24
0.61	barley soil sample	GAZ:Australia	2011-4-5
1.05	barley soil sample	GAZ:Australia	2011-10-5
0.71	barley soil sample	GAZ:Australia	2011-6-23
1.22	barley soil sample	GAZ:Australia	2011-7-11
0.69	barley soil sample	GAZ:Australia	2011-11-2
0.75	barley soil sample	GAZ:Australia	2011-10-5
0.76	barley soil sample	GAZ:Australia	2011-3-5
0.68	barley soil sample	GAZ:Australia	2011-5-25
0.85	barley soil sample	GAZ:Australia	2011-4-10
0.58	barley soil sample	GAZ:Australia	2011-3-22
0.8	barley soil sample	GAZ:Australia	2011-5-2
0.6	barley soil sample	GAZ:Australia	2011-2-10
1.07	barley soil sample	GAZ:Australia	2011-11-22
0.83	barley soil sample	GAZ:Australia	2011-2-28
0.67	barley soil sample	GAZ:Australia	2011-11-9
0.71	barley soil sample	GAZ:Australia	2011-8-5
0.7	barley soil sample	GAZ:Australia	2011-7-19
1.01	barley soil sample	GAZ:Australia	2011-4-11
0.6	barley soil sample	GAZ:Australia	2011-1-1
0.57	barley soil sample	GAZ:Australia	2011-5-27
0.7	barley soil sample	GAZ:Australia	2011-10-22
0.65	barley soil sample	GAZ:Australia	2011-9-18
0.71	barley soil sample	GAZ:Australia	2011-3-27
0.85	barley soil sample	GAZ:Australia	2011-3-5
0.79	barley soil sample	GAZ:Australia	2011-3-9
0.65	barley soil sample	GAZ:Australia	2011-2-5
0.57	barley soil sample	GAZ:Australia	2011-9-15
0.74	barley soil sample	GAZ:Australia	2011-3-11
0.7	barley soil sample	GAZ:Australia	2011-10-28
0.79	barley soil sample	GAZ:Australia	2011-5-21
0.65	barley soil sample	GAZ:Australia	2011-3-12
0.96	barley soil sample	GAZ:Australia	2011-3-6
0.58	barley soil sample	GAZ:Australia	2011-9-22
0.73	barley soil sample	GAZ:Australia	2011-6-5
0.67	barley soil sample	GAZ:Australia	2011-9-22
0.69	barley soil sample	GAZ:Australia	2011-1-16
0.65	barley soil sample	GAZ:Australia	2011-10-20
0.8	barley soil sample	GAZ:Australia	2011-9-7
0.87	barley soil sample	GAZ:Australia	2011-5-11
0.43	barley soil sample	GAZ:Australia	2011-11-24
0.62	barley soil sample	GAZ:Australia	2011-10-19
0.64	barley soil sample	GAZ:Australia	2011-2-2
0.99	barley soil sample	GAZ:Australia	2011-6-16
1.1	barley soil sample	GAZ:Australia	2011-3-27
0.69	barley soil sample	GAZ:Australia	2011-5-1
0.6	barley soil sample	GAZ:Australia	2011-3-9
0.79	barley soil sample	GAZ:Australia	2011-9-25
0.73	barley soil sample	GAZ:Australia	2011-2-13
0.41	barley soil sample	GAZ:Australia	2011-1-2
0.61	barley soil sample	GAZ:Australia	2011-1-14
0.69	barley soil sample	GAZ:Australia	2011-3-26
1.02	barley soil sample	GAZ:Australia	2011-11-22
1.02	barley soil sample	GAZ:Australia	2011-6-10
0.77	barley soil sample	GAZ:Australia	2011-11-3
0.66	barley soil sample	GAZ:Australia	2011-3-26
0.79	barley soil sample	GAZ:Australia	2011-2-19
0.65	barley soil sample	GAZ:Australia	2011-2-2
0.61	barley soil sample	GAZ:Australia	2011-2-16
0.54	barley soil sample	GAZ:Australia	2011-8-12
0.69	barley soil sample	GAZ:Australia	2011-1-21
0.6	barley soil sample	GAZ:Australia	2011-2-29
0.69	barley soil sample	GAZ:Australia	2011-6-29
0.69	barley soil sample	GAZ:Australia	2011-6-19
1.1	barley soil sample	GAZ:Australia	2011-4-9
0.61	barley soil sample	GAZ:Australia	2011-4-23
0.9	barley soil sample	GAZ:Australia	2011-3-24
0.72	barley soil sample	GAZ:Australia	2011-6-18
0.69	barley soil sample	GAZ:Australia	2011-11-24
0.44	barley soil sample	GAZ:Australia	2011-3-26
0.59	barley soil sample	GAZ:Australia	2011-10-3
0.6	barley soil sample	GAZ:Australia	2011-5-23
1.14	barley soil sample	GAZ:Australia	2011-1-20
0.81	barley soil sample	GAZ:Australia	2011-6-22
0.74	barley soil sample	GAZ:Australia	2011-7-25
0.71	barley soil sample	GAZ:Australia	2011-5-16
0.65	barley soil sample	GAZ:Australia	2011-11-2
0.71	barley soil sample	GAZ:Australia	2011-11-28
0.73	barley soil sample	GAZ:Australia	2011-6-7
0.61	barley soil sample	GAZ:Australia	2011-2-14
0.73	barley soil sample	GAZ:Australia	2011-10-28
0.59	barley soil sample	GAZ:Australia	2011-4-2
0.66	barley soil sample	GAZ:Australia	2011-6-7
0.74	barley soil sample	GAZ:Australia	2011-6-20
0.61	barley soil sample	GAZ:Australia	2011-10-23
0.81	barley soil sample	GAZ:Australia	2011-6-25
1.02	barley soil sample	GAZ:Australia	2011-3-29
1.05	barley soil sample	GAZ:Australia	2011-6-15
0.66	barley soil sample	GAZ:Australia	2011-5-24
0.73	barley soil sample	GAZ:Australia	2011-9-26
0.74	barley soil sample	GAZ:Australia	2011-10-23
0.69	barley soil sample	GAZ:Australia	2011-11-15
0.69	barley soil sample	GAZ:Australia	2011-4-28
0.54	barley soil sample	GAZ:Australia	2011-10-14
0.74	barley soil sample	GAZ:Australia	2011-6-16
0.69	barley soil sample	GAZ:Australia	2011-7-6
0.69	barley soil sample	GAZ:Australia	2011-9-27
0.65	barley soil sample	GAZ:Australia	2011-4-12
0.68	barley soil sample	GAZ:Australia	2011-9-25
0.7	barley soil sample	GAZ:Australia	2011-3-3
0.72	barley soil sample	GAZ:Australia	2011-1-1
0.72	barley soil sample	GAZ:Australia	2011-1-24
0.69	barley soil sample	GAZ:Australia	2011-5-18
1.14	barley soil sample	GAZ:Australia	2011-4-29
0.79	barley soil sample	GAZ:Australia	2011-7-12
0.61	barley soil sample	GAZ:Australia	2011-3-24
0.69	barley soil sample	GAZ:Australia	2011-10-15
0.73	barley soil sample	GAZ:Australia	2011-5-23
0.69	barley soil sample	GAZ:Australia	2011-1-20
0.65	barley soil sample	GAZ:Australia	2011-3-9
1.05	barley soil sample	GAZ:Australia	2011-6-11
0.68	barley soil sample	GAZ:Australia	2011-11-2
0.65	barley soil sample	GAZ:Australia	2011-2-1
0.61	barley soil sample	GAZ:Australia	2011-2-29
0.77	barley soil sample	GAZ:Australia	2011-7-5
1.05	barley soil sample	GAZ:Australia	2011-4-4
0.7	barley soil sample	GAZ:Australia	2011-6-23
0.73	barley soil sample	GAZ:Australia	2011-11-16
0.69	barley soil sample	GAZ:Australia	2011-1-5
0.69	barley soil sample	GAZ:Australia	2011-2-26
0.74	barley soil sample	GAZ:Australia	2011-1-3
0.65	barley soil sample	GAZ:Australia	2011-6-11
0.78	barley soil sample	GAZ:Australia	2011-10-16
0.69	barley soil sample	GAZ:Australia	2011-4-5
0.69	barley soil sample	GAZ:Australia	2011-3-25
0.7	barley soil sample	GAZ:Australia	2011-3-18
0.73	barley soil sample	GAZ:Australia	2011-10-24
0.7	barley soil sample	GAZ:Australia	2011-4-6
0.0	barley soil sample	GAZ:Australia	2011-1-14
0.65	barley soil sample	GAZ:Australia	2011-9-23
0.7	barley soil sample	GAZ:Australia	2011-9-16
0.7	barley soil sample	GAZ:Australia	2011-4-3
0.69	barley soil sample	GAZ:Australia	2011-9-13
0.72	barley soil sample	GAZ:Australia	2011-7-13
0.73	barley soil sample	GAZ:Australia	2011-1-27
0.74	barley soil sample	GAZ:Australia	2011-9-28
1.02	barley soil sample	GAZ:Australia	2011-10-12
1.05	barley soil sample	GAZ:Australia	2011-8-15
0.78	barley soil sample	GAZ:Australia	2011-3-27
1.02	barley soil sample	GAZ:Australia	2011-11-3
0.6	barley soil sample	GAZ:Australia	2011-4-17
1.02	barley soil sample	GAZ:Australia	2011-10-3
0.79	barley soil sample	GAZ:Australia	2011-3-24
0.44	barley soil sample	GAZ:Australia	2011-11-21
0.54	barley soil sample	GAZ:Australia	2011-8-2
0.72	barley soil sample	GAZ:Australia	2011-11-19
0.74	barley soil sample	GAZ:Australia	2011-9-25
0.65	barley soil sample	GAZ:Australia	2011-8-15
1.14	barley soil sample	GAZ:Australia	2011-8-2
0.71	barley soil sample	GAZ:Australia	2011-2-5
0.69	barley soil sample	GAZ:Australia	2011-10-15
0.73	barley soil sample	GAZ:Australia	2011-9-10
1.02	barley soil sample	GAZ:Australia	2011-5-15
0.59	barley soil sample	GAZ:Australia	2011-4-29
0.69	barley soil sample	GAZ:Australia	2011-8-22
1.02	barley soil sample	GAZ:Australia	2011-2-23
0.9	barley soil sample	GAZ:Australia	2011-1-24
0.71	barley soil sample	GAZ:Australia	2011-8-3
0.73	barley soil sample	GAZ:Australia	2011-5-17
1.1	barley soil sample	GAZ:Australia	2011-9-16
0.9	barley soil sample	GAZ:Australia	2011-8-19
0.61	barley soil sample	GAZ:Australia	2011-8-6
1.02	barley soil sample	GAZ:Australia	2011-11-11
0.59	barley soil sample	GAZ:Australia	2011-2-22
0.61	barley soil sample	GAZ:Australia	2011-8-22
0.7	barley soil sample	GAZ:Australia	2011-6-24
0.9	barley soil sample	GAZ:Australia	2011-11-18
0.71	barley soil sample	GAZ:Australia	2011-3-3
1.1	barley soil sample	GAZ:Australia	2011-7-22
0.9	barley soil sample	GAZ:Australia	2011-11-14
0.9	barley soil sample	GAZ:Australia	2011-9-22
0.9	barley soil sample	GAZ:Australia	2011-6-13
0.59	barley soil sample	GAZ:Australia	2011-6-10
0.54	barley soil sample	GAZ:Australia	2011-9-12
0.66	barley soil sample	GAZ:Australia	2011-7-6
0.73	barley soil sample	GAZ:Australia	2011-1-13
0.78	barley soil sample	GAZ:Australia	2011-6-25
0.54	barley soil sample	GAZ:Australia	2011-2-11
0.78	barley soil sample	GAZ:Australia	2011-11-26
0.74	barley soil sample	GAZ:Australia	2011-10-11
0.65	barley soil sample	GAZ:Australia	2011-4-12
0.74	barley soil sample	GAZ:Australia	2011-6-8
0.81	barley soil sample	GAZ:Australia	2011-9-7
0.81	barley soil sample	GAZ:Australia	2011-9-7
0.81	barley soil sample	GAZ:Australia	2011-3-19
0.79	barley soil sample	GAZ:Australia	2011-2-4
1.02	barley soil sample	GAZ:Australia	2011-6-2
0.68	barley soil sample	GAZ:Australia	2011-10-20
1.14	barley soil sample	GAZ:Australia	2011-3-15
1.1	barley soil sample	GAZ:Australia	2011-11-22
0.74	barley soil sample	GAZ:Australia	2011-4-22
0.79	barley soil sample	GAZ:Australia	2011-3-5
0.65	barley soil sample	GAZ:Australia	2011-11-21
0.61	barley soil sample	GAZ:Australia	2011-9-1
0.9	barley soil sample	GAZ:Australia	2011-11-14
0.78	barley soil sample	GAZ:Australia	2011-10-20
1.02	barley soil sample	GAZ:Australia	2011-11-22
1.1	barley soil sample	GAZ:Australia	2011-10-20
0.72	barley soil sample	GAZ:Australia	2011-10-27
0.66	barley soil sample	GAZ:Australia	2011-10-11
0.66	barley soil sample	GAZ:Australia	2011-11-12
0.6	barley soil sample	GAZ:Australia	2011-1-14
0.65	barley soil sample	GAZ:Australia	2011-3-18
0.59	barley soil sample	GAZ:Australia	2011-1-26
0.65	barley soil sample	GAZ:Australia	2011-4-14
0.61	barley soil sample	GAZ:Australia	2011-1-18
0.44	barley soil sample	GAZ:Australia	2011-4-5
0.79	barley soil sample	GAZ:Australia	2011-10-4
0.74	barley soil sample	GAZ:Australia	2011-1-19
0.6	barley soil sample	GAZ:Australia	2011-5-11
0.77	barley soil sample	GAZ:Australia	2011-5-4
0.68	barley soil sample	GAZ:Australia	2011-9-20
0.71	barley soil sample	GAZ:Australia	2011-6-15
0.69	barley soil sample	GAZ:Australia	2011-1-23
0.7	barley soil sample	GAZ:Australia	2011-1-3
0.65	barley soil sample	GAZ:Australia	2011-3-19
0.81	barley soil sample	GAZ:Australia	2011-10-5
0.69	barley soil sample	GAZ:Australia	2011-9-1
1.1	barley soil sample	GAZ:Australia	2011-2-23
0.77	barley soil sample	GAZ:Australia	2011-9-16
0.79	barley soil sample	GAZ:Australia	2011-10-8
1.14	barley soil sample	GAZ:Australia	2011-8-16
0.66	barley soil sample	GAZ:Australia	2011-1-7
1.1	barley soil sample	GAZ:Australia	2011-8-20
1.05	barley soil sample	GAZ:Australia	2011-5-24
0.6	barley soil sample	GAZ:Australia	2011-4-5
1.05	barley soil sample	GAZ:Australia	2011-10-5
0.71	barley soil sample	GAZ:Australia	2011-6-23
1.1	barley soil sample	GAZ:Australia	2011-7-11
0.66	barley soil sample	GAZ:Australia	2011-11-2
0.68	barley soil sample	GAZ:Australia	2011-10-5
0.73	barley soil sample	GAZ:Australia	2011-3-5
0.65	barley soil sample	GAZ:Australia	2011-5-25
0.77	barley soil sample	GAZ:Australia	2011-4-10
0.61	barley soil sample	GAZ:Australia	2011-3-22
0.73	barley soil sample	GAZ:Australia	2011-5-2
0.73	barley soil sample	GAZ:Australia	2011-2-10
1.02	barley soil sample	GAZ:Australia	2011-11-22
0.78	barley soil sample	GAZ:Australia	2011-2-28
0.61	barley soil sample	GAZ:Australia	2011-11-9
0.6	barley soil sample	GAZ:Australia	2011-8-5
0.69	barley soil sample	GAZ:Australia	2011-7-19
1.05	barley soil sample	GAZ:Australia	2011-4-11
0.78	barley soil sample	GAZ:Australia	2011-1-1
0.61	barley soil sample	GAZ:Australia	2011-5-27
0.74	barley soil sample	GAZ:Australia	2011-10-22
0.74	barley soil sample	GAZ:Australia	2011-9-18
0.73	barley soil sample	GAZ:Australia	2011-3-27
0.81	barley soil sample	GAZ:Australia	2011-3-5
0.73	barley soil sample	GAZ:Australia	2011-3-9
0.59	barley soil sample	GAZ:Australia	2011-2-5
0.61	barley soil sample	GAZ:Australia	2011-9-15
0.77	barley soil sample	GAZ:Australia	2011-3-11
0.74	barley soil sample	GAZ:Australia	2011-10-28
0.72	barley soil sample	GAZ:Australia	2011-5-21
0.69	barley soil sample	GAZ:Australia	2011-3-12
1.05	barley soil sample	GAZ:Australia	2011-3-6
0.72	barley soil sample	GAZ:Australia	2011-9-22
0.79	barley soil sample	GAZ:Australia	2011-6-5
0.6	barley soil sample	GAZ:Australia	2011-9-22
0.71	barley soil sample	GAZ:Australia	2011-1-16
0.69	barley soil sample	GAZ:Australia	2011-10-20
0.74	barley soil sample	GAZ:Australia	2011-9-7
0.81	barley soil sample	GAZ:Australia	2011-5-11
0.44	barley soil sample	GAZ:Australia	2011-11-24
0.69	barley soil sample	GAZ:Australia	2011-10-19
0.59	barley soil sample	GAZ:Australia	2011-2-2
1.02	barley soil sample	GAZ:Australia	2011-6-16
1.1	barley soil sample	GAZ:Australia	2011-3-27
0.81	barley soil sample	GAZ:Australia	2011-5-1
0.74	barley soil sample	GAZ:Australia	2011-3-9
0.77	barley soil sample	GAZ:Australia	2011-9-25
0.69	barley soil sample	GAZ:Australia	2011-2-13
0.44	barley soil sample	GAZ:Australia	2011-1-2
0.59	barley soil sample	GAZ:Australia	2011-1-14
